foldset,H,B,F,end,embargo,fold,n_windows,n_pos,n_distinct_surg,base_rate
main,365,0,365,cons_2023-12-31,strict,valid,520,15,15,0.028846153846153848
main,365,0,365,cons_2023-12-31,strict,test,4102,173,50,0.04217454900048757
main,365,0,365,e0a_2024-12-31,none,train,13289,442,96,0.033260591466626535
main,365,0,365,e0a_2024-12-31,none,valid,3660,113,36,0.03087431693989071
main,365,0,365,e0a_2024-12-31,none,test,8011,346,81,0.043190612907252526
main,365,0,365,e0a_2024-12-31,strict,train,10491,294,82,0.02802402058907635
main,365,0,365,e0a_2024-12-31,strict,valid,520,15,15,0.028846153846153848
main,365,0,365,e0a_2024-12-31,strict,test,8011,346,81,0.043190612907252526
main,365,0,730,cons_2023-12-31,none,train,15159,451,97,0.029751302856388943
main,365,0,730,cons_2023-12-31,none,valid,4360,115,37,0.026376146788990827
main,365,0,730,cons_2023-12-31,none,test,4780,181,52,0.037866108786610876
main,365,0,730,cons_2023-12-31,strict,train,11681,294,82,0.025169077989898127
main,365,0,730,cons_2023-12-31,strict,valid,694,17,17,0.024495677233429394
main,365,0,730,cons_2023-12-31,strict,test,4780,181,52,0.037866108786610876
main,365,0,730,e0a_2024-12-31,none,train,15159,451,97,0.029751302856388943
main,365,0,730,e0a_2024-12-31,none,valid,4360,115,37,0.026376146788990827
main,365,0,730,e0a_2024-12-31,none,test,9689,362,83,0.03736195685829291
main,365,0,730,e0a_2024-12-31,strict,train,11681,294,82,0.025169077989898127
main,365,0,730,e0a_2024-12-31,strict,valid,694,17,17,0.024495677233429394
main,365,0,730,e0a_2024-12-31,strict,test,9689,362,83,0.03736195685829291
main,365,0,INF,cons_2023-12-31,none,train,16434,451,97,0.02744310575635877
main,365,0,INF,cons_2023-12-31,none,valid,5826,120,38,0.02059732234809475
main,365,0,INF,cons_2023-12-31,none,test,6653,181,52,0.027205771832256125
main,365,0,INF,cons_2023-12-31,strict,train,12186,294,82,0.0241260462826194
main,365,0,INF,cons_2023-12-31,strict,valid,912,18,18,0.019736842105263157
main,365,0,INF,cons_2023-12-31,strict,test,6653,181,52,0.027205771832256125
main,365,0,INF,e0a_2024-12-31,none,train,16434,451,97,0.02744310575635877
main,365,0,INF,e0a_2024-12-31,none,valid,5826,120,38,0.02059732234809475
main,365,0,INF,e0a_2024-12-31,none,test,13899,364,83,0.02618893445571624
main,365,0,INF,e0a_2024-12-31,strict,train,12186,294,82,0.0241260462826194
main,365,0,INF,e0a_2024-12-31,strict,valid,912,18,18,0.019736842105263157
main,365,0,INF,e0a_2024-12-31,strict,test,13899,364,83,0.02618893445571624
main,365,30,30,cons_2023-12-31,none,train,7408,205,77,0.02767278617710583
main,365,30,30,cons_2023-12-31,none,valid,2180,82,30,0.03761467889908257
main,365,30,30,cons_2023-12-31,none,test,2230,107,40,0.04798206278026906
main,365,30,30,cons_2023-12-31,strict,train,6611,173,53,0.02616850703373166
main,365,30,30,cons_2023-12-31,strict,valid,0,0,0,
main,365,30,30,cons_2023-12-31,strict,test,2230,107,40,0.04798206278026906
main,365,30,30,e0a_2024-12-31,none,train,7408,205,77,0.02767278617710583
main,365,30,30,e0a_2024-12-31,none,valid,2180,82,30,0.03761467889908257
main,365,30,30,e0a_2024-12-31,none,test,4540,233,72,0.0513215859030837
main,365,30,30,e0a_2024-12-31,strict,train,6611,173,53,0.02616850703373166
main,365,30,30,e0a_2024-12-31,strict,valid,0,0,0,
main,365,30,30,e0a_2024-12-31,strict,test,4540,233,72,0.0513215859030837
main,365,30,365,cons_2023-12-31,none,train,13289,391,92,0.02942283091278501
main,365,30,365,cons_2023-12-31,none,valid,3660,101,32,0.027595628415300548
main,365,30,365,cons_2023-12-31,none,test,4102,152,46,0.03705509507557289
main,365,30,365,cons_2023-12-31,strict,train,10491,258,78,0.02459250786388333
main,365,30,365,cons_2023-12-31,strict,valid,520,12,12,0.023076923076923078
main,365,30,365,cons_2023-12-31,strict,test,4102,152,46,0.03705509507557289
main,365,30,365,e0a_2024-12-31,none,train,13289,391,92,0.02942283091278501
main,365,30,365,e0a_2024-12-31,none,valid,3660,101,32,0.027595628415300548
main,365,30,365,e0a_2024-12-31,none,test,8011,303,77,0.037822993384096865
main,365,30,365,e0a_2024-12-31,strict,train,10491,258,78,0.02459250786388333
main,365,30,365,e0a_2024-12-31,strict,valid,520,12,12,0.023076923076923078
main,365,30,365,e0a_2024-12-31,strict,test,8011,303,77,0.037822993384096865
main,365,30,730,cons_2023-12-31,none,train,15159,399,93,0.02632099742727093
main,365,30,730,cons_2023-12-31,none,valid,4360,102,32,0.023394495412844038
main,365,30,730,cons_2023-12-31,none,test,4780,160,48,0.03347280334728033
main,365,30,730,cons_2023-12-31,strict,train,11681,258,78,0.022087150072767743
main,365,30,730,cons_2023-12-31,strict,valid,694,13,13,0.018731988472622477
main,365,30,730,cons_2023-12-31,strict,test,4780,160,48,0.03347280334728033
main,365,30,730,e0a_2024-12-31,none,train,15159,399,93,0.02632099742727093
main,365,30,730,e0a_2024-12-31,none,valid,4360,102,32,0.023394495412844038
main,365,30,730,e0a_2024-12-31,none,test,9689,319,79,0.032923934358550934
main,365,30,730,e0a_2024-12-31,strict,train,11681,258,78,0.022087150072767743
main,365,30,730,e0a_2024-12-31,strict,valid,694,13,13,0.018731988472622477
main,365,30,730,e0a_2024-12-31,strict,test,9689,319,79,0.032923934358550934
main,365,30,INF,cons_2023-12-31,none,train,16434,399,93,0.024278933917488133
main,365,30,INF,cons_2023-12-31,none,valid,5826,107,33,0.018365945760384483
